Gene,Gene Length BP
ENSG00000124102.5,354
ENSG00000124233.12,1389
ENSG00000124157.7,1749
ENSG00000124107.5,399
ENSG00000124232.11,1554
ENSG00000124145.6,597
ENSG00000204070.10,471
ENSG00000254806.5,294
ENSG00000124251.11,873
ENSG00000244274.7,486
ENSG00000124155.18,1737
ENSG00000101443.18,375
ENSG00000101446.8,270
ENSG00000243543.8,261
ENSG00000249139.2,540
ENSG00000101448.14,402
ENSG00000158901.11,726
ENSG00000180205.4,270
ENSG00000180305.5,240
ENSG00000180083.11,264
ENSG00000182931.9,270
ENSG00000168634.5,282
ENSG00000149651.4,300
ENSG00000124116.19,414
ENSG00000101457.13,990
ENSG00000175063.17,540
ENSG00000101470.10,483
ENSG00000124104.19,1095
ENSG00000101473.17,960
ENSG00000132801.7,2091
ENSG00000168612.4,1458
ENSG00000149634.4,684
ENSG00000124257.6,858
ENSG00000064601.19,1497
ENSG00000100979.15,1482
ENSG00000100982.12,2115
ENSG00000198026.8,4029
ENSG00000100985.7,2124
ENSG00000124140.14,3351
ENSG00000124160.12,1740
ENSG00000101017.14,834
ENSG00000149654.11,2487
ENSG00000080189.15,1098
ENSG00000062598.18,2163
ENSG00000198185.11,2043
ENSG00000149635.3,1701
ENSG00000158296.14,1809
ENSG00000197496.6,1626
ENSG00000064655.19,1617
ENSG00000101040.19,3567
ENSG00000124151.19,4275
ENSG00000196562.14,2613
ENSG00000124126.14,4980
ENSG00000124198.9,5358
ENSG00000124207.17,2916
ENSG00000124214.19,1734
ENSG00000124228.14,2391
ENSG00000124201.15,5757
ENSG00000158445.10,2577
ENSG00000124212.6,1503
ENSG00000158470.5,1167
ENSG00000197818.11,1746
ENSG00000158480.11,1563
ENSG00000124226.11,687
ENSG00000124216.4,795
ENSG00000244687.12,444
ENSG00000124208.16,1113
ENSG00000240849.11,813
ENSG00000172216.6,1038
ENSG00000196396.10,1308
ENSG00000042062.13,2841
ENSG00000124171.9,1119
ENSG00000124243.17,612
ENSG00000000419.12,783
ENSG00000124217.5,1383
ENSG00000101096.20,2778
ENSG00000054793.14,3144
ENSG00000101115.13,3162
ENSG00000020256.20,1938
ENSG00000182463.16,3105
ENSG00000171940.13,3147
ENSG00000064787.13,1755
ENSG00000019186.10,1545
ENSG00000101132.10,405
ENSG00000101134.12,921
ENSG00000054803.4,606
ENSG00000124089.4,972
ENSG00000124098.10,579
ENSG00000087586.17,1212
ENSG00000101138.12,1296
ENSG00000087589.16,2361
ENSG00000022277.12,921
ENSG00000124091.9,1290
ENSG00000124103.10,516
ENSG00000213714.1,516
ENSG00000087510.7,1353
ENSG00000101144.13,1296
ENSG00000054796.13,1191
ENSG00000101146.13,1107
ENSG00000256222.3,75
ENSG00000132819.17,720
ENSG00000124092.12,1992
ENSG00000124253.11,1869
ENSG00000124256.15,1290
ENSG00000124225.16,864
ENSG00000124237.6,414
ENSG00000124227.5,1038
ENSG00000124209.4,585
ENSG00000124164.16,732
ENSG00000198768.11,1506
ENSG00000124222.22,978
ENSG00000254995.4,1149
ENSG00000215440.12,1572
ENSG00000087460.25,1185
ENSG00000101158.15,1800
ENSG00000101160.14,912
ENSG00000101162.4,1356
ENSG00000124172.10,156
ENSG00000101166.16,585
ENSG00000124203.6,5034
ENSG00000124205.18,717
ENSG00000087495.17,1680
ENSG00000196074.13,4593
ENSG00000196227.11,1152
ENSG00000132825.7,900
ENSG00000124215.17,2499
ENSG00000179242.16,2751
ENSG00000130699.18,3258
ENSG00000149657.20,1158
ENSG00000101182.15,747
ENSG00000184402.15,1191
ENSG00000101181.17,1221
ENSG00000101180.16,1338
ENSG00000130703.17,1443
ENSG00000130706.13,1224
ENSG00000130702.15,11088
ENSG00000171858.18,252
ENSG00000149679.11,1437
ENSG00000130701.4,1995
ENSG00000130700.7,1194
ENSG00000101187.16,2169
ENSG00000101188.5,1257
ENSG00000101189.7,615
ENSG00000060491.16,2034
ENSG00000092758.18,2055
ENSG00000101190.13,1503
ENSG00000101191.17,3570
ENSG00000101193.8,687
ENSG00000101194.18,1311
ENSG00000125533.6,726
ENSG00000149658.18,1680
ENSG00000101197.13,897
ENSG00000101198.15,627
ENSG00000101199.13,1245
ENSG00000101203.16,3855
ENSG00000101204.17,1884
ENSG00000075043.18,2619
ENSG00000101210.12,1392
ENSG00000125534.10,345
ENSG00000101213.7,1356
ENSG00000125508.3,1467
ENSG00000125531.7,957
ENSG00000130589.16,7950
ENSG00000101216.11,1593
ENSG00000197457.10,543
ENSG00000258366.9,3732
ENSG00000026036.22,2358
ENSG00000243509.6,903
ENSG00000101246.20,606
ENSG00000197114.11,1596
ENSG00000203896.10,888
ENSG00000125520.14,1164
ENSG00000130584.11,1770
ENSG00000183260.7,1410
ENSG00000101150.17,630
ENSG00000101152.11,597
ENSG00000198276.16,1602
ENSG00000196700.9,2679
ENSG00000130590.14,609
ENSG00000196421.8,570
ENSG00000203883.7,1155
ENSG00000171703.17,900
ENSG00000171700.14,654
ENSG00000171695.10,723
ENSG00000125522.3,1002
ENSG00000196132.14,3366
ENSG00000203880.12,1086
ENSG00000120645.12,2280
ENSG00000111181.12,1845
ENSG00000010379.16,1809
ENSG00000073614.13,5073
ENSG00000120647.10,1467
ENSG00000139044.12,2997
ENSG00000171840.12,567
ENSG00000060237.17,7149
ENSG00000002016.18,1257
ENSG00000082805.20,3267
ENSG00000171823.7,1257
ENSG00000111186.13,1080
ENSG00000006831.10,1161
ENSG00000166159.11,1113
ENSG00000151065.14,1854
ENSG00000151067.22,6561
ENSG00000004478.8,1380
ENSG00000111203.13,1344
ENSG00000053702.15,846
ENSG00000283297.2,918
ENSG00000111206.13,2406
ENSG00000171792.11,717
ENSG00000078246.17,1329
ENSG00000197905.9,1305
ENSG00000011105.14,720
ENSG00000111218.12,1185
ENSG00000130038.10,2196
ENSG00000111224.14,1017
ENSG00000118971.8,870
ENSG00000285901.1,738
ENSG00000078237.7,813
ENSG00000118972.3,756
ENSG00000111241.2,627
ENSG00000047621.12,1659
ENSG00000111247.14,1008
ENSG00000010219.13,1563
ENSG00000111254.8,2562
ENSG00000255639.3,1704
ENSG00000139180.11,1134
ENSG00000130035.8,1914
ENSG00000151079.7,1590
ENSG00000111262.6,1488
ENSG00000130037.5,1842
ENSG00000185652.12,774
ENSG00000047617.15,3000
ENSG00000110799.13,8442
ENSG00000010278.14,687
ENSG00000008323.15,2373
ENSG00000067182.8,1368
ENSG00000111319.13,2010
ENSG00000111321.11,1308
ENSG00000139193.3,783
ENSG00000139192.12,1407
ENSG00000139190.16,357
ENSG00000111639.8,387
ENSG00000010292.13,4206
ENSG00000111640.15,1008
ENSG00000010295.19,1689
ENSG00000111642.16,5739
ENSG00000184574.10,1119
ENSG00000111644.8,1632
ENSG00000111653.20,747
ENSG00000126746.17,1734
ENSG00000139200.13,849
ENSG00000111652.10,828
ENSG00000089693.10,747
ENSG00000159335.17,309
ENSG00000089692.9,1578
ENSG00000010610.10,1377
ENSG00000250510.8,1767
ENSG00000110811.20,2211
ENSG00000111664.10,1023
ENSG00000111665.11,807
ENSG00000111667.13,2508
ENSG00000111669.15,750
ENSG00000111671.9,792
ENSG00000010626.15,1032
ENSG00000111674.9,1305
ENSG00000111676.15,3573
ENSG00000111678.11,381
ENSG00000111679.17,1794
ENSG00000215021.9,900
ENSG00000126749.16,735
ENSG00000111684.11,1464
ENSG00000182326.15,2067
ENSG00000159403.18,2118
ENSG00000139178.11,1464
ENSG00000139194.8,408
ENSG00000139182.15,2871
ENSG00000139197.10,1920
ENSG00000177675.8,4362
ENSG00000177575.12,3471
ENSG00000111701.7,711
ENSG00000184344.4,1095
ENSG00000187569.3,480
ENSG00000198178.10,642
ENSG00000205857.2,567
ENSG00000111704.11,918
ENSG00000173262.11,1563
ENSG00000059804.16,1491
ENSG00000065970.9,1725
ENSG00000171860.5,1449
ENSG00000089818.18,828
ENSG00000111729.14,714
ENSG00000196946.10,903
ENSG00000171847.11,1395
ENSG00000205846.4,630
ENSG00000166527.8,648
ENSG00000166523.8,660
ENSG00000111732.11,597
ENSG00000197614.11,522
ENSG00000166532.16,1161
ENSG00000166535.20,4365
ENSG00000111752.11,3015
ENSG00000003056.8,834
ENSG00000139187.10,570
ENSG00000175899.15,4425
ENSG00000126838.10,4449
ENSG00000111796.4,678
ENSG00000069493.15,576
ENSG00000184293.7,504
ENSG00000110848.8,600
ENSG00000150045.12,696
ENSG00000110852.4,450
ENSG00000256797.1,624
ENSG00000188393.9,525
ENSG00000172322.14,798
ENSG00000165682.14,690
ENSG00000256660.6,831
ENSG00000197992.7,726
ENSG00000150048.10,843
ENSG00000172243.18,606
ENSG00000173391.9,822
ENSG00000165685.8,492
ENSG00000139112.11,354
ENSG00000134539.17,540
ENSG00000213809.9,651
ENSG00000183542.5,477
ENSG00000255641.1,723
ENSG00000205810.9,774
ENSG00000205809.9,696
ENSG00000134545.13,702
ENSG00000180574.3,1419
ENSG00000111196.10,447
ENSG00000060140.9,1269
ENSG00000060138.13,1119
ENSG00000121377.2,957
ENSG00000121314.2,930
ENSG00000121381.4,939
ENSG00000121318.2,924
ENSG00000111215.12,405
ENSG00000275778.2,798
ENSG00000231887.7,564
ENSG00000212128.2,912
ENSG00000134551.13,501
ENSG00000212127.6,954
ENSG00000212126.3,900
ENSG00000255837.1,930
ENSG00000212124.2,900
ENSG00000256436.1,930
ENSG00000226761.3,930
ENSG00000255374.3,930
ENSG00000256188.3,960
ENSG00000256537.5,207
ENSG00000186136.1,945
ENSG00000197870.12,1056
ENSG00000230657.8,744
ENSG00000251655.6,993
ENSG00000121335.12,1251
ENSG00000139083.11,1359
ENSG00000121380.12,984
ENSG00000070018.9,4842
ENSG00000111261.14,1296
ENSG00000165714.11,591
ENSG00000111266.9,1998
ENSG00000111269.3,363
ENSG00000183150.8,1248
ENSG00000111276.11,597
ENSG00000178878.12,747
ENSG00000213782.7,1368
ENSG00000013588.9,1074
ENSG00000111291.8,903
ENSG00000013583.10,570
ENSG00000084444.14,1869
ENSG00000111305.19,858
ENSG00000134531.10,474
ENSG00000273079.5,4455
ENSG00000171681.12,3813
ENSG00000121316.11,1662
ENSG00000070019.5,3222
ENSG00000197837.3,312
ENSG00000246705.4,390
ENSG00000084463.8,1926
ENSG00000182993.5,738
ENSG00000179256.2,678
ENSG00000111339.12,945
ENSG00000111341.10,312
ENSG00000139055.7,822
ENSG00000111348.9,606
ENSG00000139053.3,252
ENSG00000134533.6,600
ENSG00000151490.15,3651
ENSG00000151491.14,2469
ENSG00000023734.11,1053
ENSG00000023697.13,957
ENSG00000008394.13,468
ENSG00000048540.15,471
ENSG00000111404.6,615
ENSG00000139144.10,4338
ENSG00000139151.16,1827
ENSG00000177938.5,900
ENSG00000052126.14,3351
ENSG00000139154.16,1554
ENSG00000172572.6,3426
ENSG00000139155.8,2139
ENSG00000111700.13,2109
ENSG00000257046.5,2247
ENSG00000134538.3,2076
ENSG00000084453.16,2013
ENSG00000121351.8,270
ENSG00000121350.16,1503
ENSG00000004700.16,1950
ENSG00000111711.10,417
ENSG00000134548.11,351
ENSG00000111713.3,2112
ENSG00000285854.1,846
ENSG00000111716.14,1005
ENSG00000121361.5,1275
ENSG00000069431.11,4650
ENSG00000111726.13,1305
ENSG00000111728.10,1071
ENSG00000111731.12,3162
ENSG00000139163.16,1092
ENSG00000134532.19,2292
ENSG00000060982.15,1161
ENSG00000118308.15,1500
ENSG00000118307.19,2169
ENSG00000205707.11,273
ENSG00000133703.13,570
ENSG00000152936.10,1167
ENSG00000123094.15,1260
ENSG00000123095.6,1449
ENSG00000123096.11,732
ENSG00000123104.12,8106
ENSG00000064102.15,2121
ENSG00000111790.14,762
ENSG00000064115.11,1713
ENSG00000152944.9,435
ENSG00000214700.5,810
ENSG00000211455.8,1395
ENSG00000029153.14,1911
ENSG00000165935.9,1032
ENSG00000110841.14,3018
ENSG00000174236.4,711
ENSG00000061794.13,972
ENSG00000087448.11,1518
ENSG00000087494.16,528
ENSG00000123106.10,1326
ENSG00000064763.11,1548
ENSG00000087502.18,1134
ENSG00000187950.8,3405
ENSG00000133704.10,3114
ENSG00000110888.17,3234
ENSG00000110900.15,762
ENSG00000013573.17,2571
ENSG00000139146.14,666
ENSG00000170456.16,3825
ENSG00000139160.13,789
ENSG00000151743.11,777
ENSG00000188375.5,408
ENSG00000174718.12,5244
ENSG00000151746.15,2928
ENSG00000139132.14,2301
ENSG00000087470.18,2211
ENSG00000139131.13,1434
ENSG00000057294.15,2514
ENSG00000139133.7,1422
ENSG00000175548.9,1422
ENSG00000139117.14,1695
ENSG00000139116.18,4986
ENSG00000173208.4,2223
ENSG00000180116.15,1959
ENSG00000151229.13,1947
ENSG00000188906.16,7584
ENSG00000018236.15,3057
ENSG00000165966.16,3111
ENSG00000151233.11,1323
ENSG00000015153.14,543
ENSG00000139168.8,654
ENSG00000134283.18,1104
ENSG00000139174.12,2496
ENSG00000173157.17,5733
ENSG00000129317.14,2106
ENSG00000198001.14,1383
ENSG00000151239.13,1053
ENSG00000139173.10,1545
ENSG00000184613.10,2451
ENSG00000185610.6,1020
ENSG00000177119.16,2733
ENSG00000189079.17,5508
ENSG00000139218.18,4392
ENSG00000111371.16,1464
ENSG00000134294.14,1521
ENSG00000139209.16,1644
ENSG00000139211.6,1569
ENSG00000179715.13,1299
ENSG00000005175.10,1998
ENSG00000111405.9,1233
ENSG00000079337.16,2646
ENSG00000211584.14,441
ENSG00000061273.18,2976
ENSG00000111424.12,1284
ENSG00000134291.12,753
ENSG00000139219.19,4464
ENSG00000079387.14,1935
ENSG00000152556.17,2343
ENSG00000177981.11,867
ENSG00000177875.5,585
ENSG00000172640.3,954
ENSG00000187166.1,768
ENSG00000167528.12,1275
ENSG00000139223.4,396
ENSG00000177627.10,384
ENSG00000284723.1,1080
ENSG00000198678.5,936
ENSG00000167531.6,429
ENSG00000139620.13,1479
ENSG00000129315.11,2181
ENSG00000257987.6,396
ENSG00000174233.11,3507
ENSG00000167535.8,1455
ENSG00000174243.10,2463
ENSG00000172602.11,699
ENSG00000272822.2,633
ENSG00000139537.11,1455
ENSG00000134285.11,606
ENSG00000134287.10,546
ENSG00000169884.14,1170
ENSG00000125084.12,1113
ENSG00000181418.8,2136
ENSG00000181929.13,996
ENSG00000167548.15,16614
ENSG00000167550.11,552
ENSG00000139549.4,1191
ENSG00000139636.15,1470
ENSG00000123416.15,1356
ENSG00000167552.14,1356
ENSG00000167553.16,1350
ENSG00000135406.14,1413
ENSG00000135451.13,2337
ENSG00000186897.5,717
ENSG00000178401.16,1026
ENSG00000123352.18,1638
ENSG00000135519.8,3252
ENSG00000187778.14,1389
ENSG00000135436.8,2682
ENSG00000110844.13,2679
ENSG00000161791.14,3084
ENSG00000139644.13,714
ENSG00000167566.17,4005
ENSG00000186666.6,879
ENSG00000135472.9,951
ENSG00000167580.7,816
ENSG00000161798.7,798
ENSG00000086159.13,849
ENSG00000161800.13,1899
ENSG00000110881.12,1587
ENSG00000066117.15,1548
ENSG00000167588.13,1050
ENSG00000178449.9,174
ENSG00000139624.14,1179
ENSG00000050405.13,2280
ENSG00000185958.10,7056
ENSG00000161813.22,2175
ENSG00000066084.13,4731
ENSG00000123268.9,816
ENSG00000186452.11,1047
ENSG00000185432.12,735
ENSG00000214511.3,294
ENSG00000110911.16,1686
ENSG00000050426.16,732
ENSG00000110925.7,1632
ENSG00000135457.10,1509
ENSG00000184271.17,1836
ENSG00000183283.16,507
ENSG00000170545.17,294
ENSG00000110934.13,1698
ENSG00000139610.2,777
ENSG00000139629.16,1869
ENSG00000050438.17,3282
ENSG00000284730.1,954
ENSG00000261308.2,1962
ENSG00000167612.13,819
ENSG00000139567.13,1512
ENSG00000135503.13,1518
ENSG00000161835.11,1188
ENSG00000123358.20,1797
ENSG00000123395.14,657
ENSG00000284791.2,282
ENSG00000167767.14,1359
ENSG00000135480.16,1410
ENSG00000170442.12,1461
ENSG00000205426.10,1518
ENSG00000170523.3,1482
ENSG00000135443.8,1524
ENSG00000161849.3,1803
ENSG00000161850.3,1542
ENSG00000170454.6,1656
ENSG00000185479.6,1695
ENSG00000170465.10,1695
ENSG00000205420.11,1695
ENSG00000186081.12,1773
ENSG00000139648.7,1572
ENSG00000170484.10,1590
ENSG00000170486.11,1536
ENSG00000186049.8,1623
ENSG00000172867.4,1920
ENSG00000167768.4,1935
ENSG00000189182.10,1737
ENSG00000185069.2,1917
ENSG00000186442.7,1887
ENSG00000170477.13,1563
ENSG00000185640.6,1608
ENSG00000170423.13,1563
ENSG00000170421.12,1452
ENSG00000111057.11,1293
ENSG00000063046.17,1836
ENSG00000111077.18,4260
ENSG00000167778.9,1329
ENSG00000167779.9,723
ENSG00000167780.12,1569
ENSG00000139631.18,1482
ENSG00000139651.11,582
ENSG00000139626.16,2397
ENSG00000172819.17,1365
ENSG00000283536.2,519
ENSG00000182544.9,1353
ENSG00000135476.12,6363
ENSG00000123349.14,465
ENSG00000139637.14,1131
ENSG00000094914.14,1641
ENSG00000170374.6,1296
ENSG00000185591.10,2358
ENSG00000135409.11,1722
ENSG00000205352.11,297
ENSG00000197111.16,1089
ENSG00000139625.13,2580
ENSG00000139546.11,1101
ENSG00000139574.8,342
ENSG00000170653.19,1452
ENSG00000135390.21,426
ENSG00000012822.16,2076
ENSG00000123364.5,993
ENSG00000123388.4,915
ENSG00000180818.5,1029
ENSG00000180806.5,783
ENSG00000037965.6,729
ENSG00000197757.8,708
ENSG00000172789.3,669
ENSG00000198353.8,795
ENSG00000123415.15,813
ENSG00000094916.16,576
ENSG00000135486.18,963
ENSG00000123405.14,1122
ENSG00000111481.10,534
ENSG00000139572.4,1191
ENSG00000161642.17,1101
ENSG00000161638.11,3150
ENSG00000170627.11,504
ENSG00000123338.13,3384
ENSG00000123360.12,1611
ENSG00000135447.17,516
ENSG00000135413.9,417
ENSG00000161634.12,366
ENSG00000172551.11,273
ENSG00000135426.16,1566
ENSG00000123307.4,996
ENSG00000170605.6,942
ENSG00000179919.3,951
ENSG00000197706.3,939
ENSG00000188324.4,945
ENSG00000205330.4,939
ENSG00000205329.2,936
ENSG00000187857.4,939
ENSG00000205328.2,939
ENSG00000185821.3,939
ENSG00000179695.2,939
ENSG00000184954.4,939
ENSG00000205327.3,939
ENSG00000179626.4,930
ENSG00000179615.2,930
ENSG00000175398.2,942
ENSG00000170439.7,735
ENSG00000135424.18,3414
ENSG00000258311.5,369
ENSG00000135441.7,462
ENSG00000135437.10,957
ENSG00000135404.11,717
ENSG00000135414.10,1224
ENSG00000205323.9,633
ENSG00000123353.10,462
ENSG00000135392.16,2109
ENSG00000123342.16,1527
ENSG00000170473.17,615
ENSG00000065357.20,2208
ENSG00000185664.14,1986
ENSG00000123374.11,897
ENSG00000111540.16,648
ENSG00000139531.13,1638
ENSG00000123411.15,1758
ENSG00000197728.11,348
ENSG00000065361.16,4029
ENSG00000170515.14,1185
ENSG00000229117.9,78
ENSG00000135482.7,1305
ENSG00000139641.12,3315
ENSG00000196465.10,627
ENSG00000092841.19,456
ENSG00000139613.12,3645
ENSG00000181852.18,954
ENSG00000139579.13,636
ENSG00000139540.12,1623
ENSG00000139645.10,3231
ENSG00000135469.13,744
ENSG00000062485.19,1401
ENSG00000257727.6,549
ENSG00000135473.15,3597
ENSG00000110944.9,570
ENSG00000170581.14,2556
ENSG00000175336.10,981
ENSG00000111602.12,3627
ENSG00000135517.9,792
ENSG00000285528.1,198
ENSG00000176422.14,624
ENSG00000135423.13,1809
ENSG00000076067.13,1224
ENSG00000076108.11,5718
ENSG00000110955.9,1590
ENSG00000110958.16,483
ENSG00000196531.13,648
ENSG00000198056.15,1263
ENSG00000170426.2,942
ENSG00000139547.7,954
ENSG00000166856.3,1215
ENSG00000166860.3,2139
ENSG00000166863.12,366
ENSG00000166866.13,3132
ENSG00000166881.10,1116
ENSG00000166886.13,1578
ENSG00000166888.12,2544
ENSG00000123384.14,13635
ENSG00000182379.10,927
ENSG00000182199.11,1515
ENSG00000185633.10,264
ENSG00000185482.8,1095
ENSG00000179912.20,2973
ENSG00000175189.4,1059
ENSG00000139269.3,1053
ENSG00000111087.10,3321
ENSG00000123329.20,2196
ENSG00000166986.15,2703
ENSG00000175197.12,510
ENSG00000285133.1,105
ENSG00000166987.15,3012
ENSG00000175203.15,1221
ENSG00000155980.12,3099
ENSG00000166908.18,1266
ENSG00000178498.16,1044
ENSG00000240771.8,1743
ENSG00000135502.18,1692
ENSG00000135454.14,1602
ENSG00000135506.16,2004
ENSG00000135439.11,2511
ENSG00000135452.10,633
ENSG00000135446.17,912
ENSG00000139266.6,1041
ENSG00000111012.10,1527
ENSG00000037897.17,831
ENSG00000123427.17,681
ENSG00000123297.20,978
ENSG00000135407.10,2460
ENSG00000175215.11,816
ENSG00000166896.9,741
ENSG00000139263.11,3360
ENSG00000118596.12,1437
ENSG00000198673.10,396
ENSG00000135655.16,2859
ENSG00000061987.16,5154
ENSG00000111110.12,1545
ENSG00000166148.4,1257
ENSG00000177990.12,2277
ENSG00000118600.12,1332
ENSG00000196935.9,3258
ENSG00000174206.13,1338
ENSG00000184575.12,2889
ENSG00000183735.10,2190
ENSG00000153179.13,900
ENSG00000135677.11,1659
ENSG00000288591.1,1944
ENSG00000111490.15,2286
ENSG00000156076.10,1140
ENSG00000174106.3,2736
ENSG00000174099.12,579
ENSG00000149948.13,330
ENSG00000139233.7,390
ENSG00000228144.2,507
ENSG00000155957.17,717
ENSG00000090376.11,1791
ENSG00000127311.10,3264
ENSG00000155974.12,3231
ENSG00000111530.13,3693
ENSG00000127334.11,1806
ENSG00000111537.5,501
ENSG00000111536.5,516
ENSG00000127318.11,540
ENSG00000111554.14,2145
ENSG00000127314.18,555
ENSG00000111581.10,2778
ENSG00000175782.11,942
ENSG00000135679.25,1476
ENSG00000135678.12,1332
ENSG00000111605.18,1656
ENSG00000090382.7,447
ENSG00000127337.7,684
ENSG00000166225.8,1527
ENSG00000166226.13,1608
ENSG00000198812.5,834
ENSG00000127325.19,2007
ENSG00000127328.21,1383
ENSG00000111596.13,1623
ENSG00000135643.5,633
ENSG00000127329.15,6648
ENSG00000153233.13,1974
ENSG00000127324.9,714
ENSG00000139292.13,2724
ENSG00000133858.17,5970
ENSG00000173451.7,687
ENSG00000139291.14,1011
ENSG00000080371.6,678
ENSG00000121749.15,2076
ENSG00000139287.13,1473
ENSG00000072657.9,3075
ENSG00000253719.4,294
ENSG00000166006.14,1917
ENSG00000180881.19,1149
ENSG00000173401.10,702
ENSG00000180481.11,762
ENSG00000139278.10,801
ENSG00000111615.14,1146
ENSG00000139289.13,1206
ENSG00000187109.14,1176
ENSG00000179941.9,2172
ENSG00000091039.17,2670
ENSG00000175183.10,582
ENSG00000165891.16,2736
ENSG00000067798.16,7092
ENSG00000067715.14,1269
ENSG00000177425.11,1023
ENSG00000058272.19,3093
ENSG00000165899.11,7062
ENSG00000139304.16,6900
ENSG00000111046.4,729
ENSG00000111049.4,768
ENSG00000111052.7,702
ENSG00000111058.8,2061
ENSG00000139220.16,3774
ENSG00000133773.12,726
ENSG00000127720.8,1812
ENSG00000179104.9,2511
ENSG00000072041.17,2193
ENSG00000231738.11,747
ENSG00000133640.20,5169
ENSG00000180318.4,981
ENSG00000198774.5,1308
ENSG00000133636.11,513
ENSG00000182050.13,1437
ENSG00000165805.10,1245
ENSG00000133641.18,978
ENSG00000198707.16,7440
ENSG00000139324.12,2745
ENSG00000049130.16,822
ENSG00000139318.8,1146
ENSG00000139323.14,1437
ENSG00000259075.6,1728
ENSG00000257594.4,1737
ENSG00000070961.15,3663
ENSG00000197651.4,1221
ENSG00000083782.8,969
ENSG00000139330.5,1059
ENSG00000139329.5,1017
ENSG00000011465.17,1080
ENSG00000133639.6,516
ENSG00000205057.5,306
ENSG00000187510.9,2076
ENSG00000102189.17,4236
ENSG00000173598.14,546
ENSG00000177889.10,459
ENSG00000198015.13,429
ENSG00000120833.14,597
ENSG00000169372.13,600
ENSG00000136040.9,4707
ENSG00000173588.15,2106
ENSG00000057704.13,1434
ENSG00000184752.13,438
ENSG00000120798.17,1812
ENSG00000180263.14,4293
ENSG00000028203.18,2340
ENSG00000111142.14,1437
ENSG00000136014.12,2139
ENSG00000074527.13,1887
ENSG00000139343.10,261
ENSG00000165972.13,1692
ENSG00000139344.8,1281
ENSG00000084110.11,1974
ENSG00000111144.10,1836
ENSG00000111145.8,1224
ENSG00000059758.8,1572
ENSG00000139350.12,1983
ENSG00000120802.13,2085
ENSG00000075415.13,1089
ENSG00000166130.15,1134
ENSG00000120868.14,3747
ENSG00000185046.18,3747
ENSG00000180219.2,726
ENSG00000111647.13,4395
ENSG00000075089.9,1191
ENSG00000166153.16,885
ENSG00000136021.19,2790
ENSG00000179520.11,1770
ENSG00000012504.15,1419
ENSG00000139354.11,2085
ENSG00000151572.18,2763
ENSG00000256870.3,1833
ENSG00000120800.5,8358
ENSG00000120805.14,546
ENSG00000166211.8,747
ENSG00000196091.15,3516
ENSG00000111666.11,1221
ENSG00000139351.15,711
ENSG00000111670.16,3771
ENSG00000136048.14,717
ENSG00000120860.11,585
ENSG00000075188.9,981
ENSG00000185480.11,1740
ENSG00000183395.5,498
ENSG00000017427.17,462
ENSG00000171759.10,1359
ENSG00000139352.4,711
ENSG00000179088.14,1083
ENSG00000136011.15,7656
ENSG00000111696.12,1647
ENSG00000166598.15,2412
ENSG00000204954.10,216
ENSG00000139372.15,1233
ENSG00000120820.12,1050
ENSG00000111727.12,2379
ENSG00000120837.8,624
ENSG00000198431.16,1500
ENSG00000255150.2,1002
ENSG00000171310.11,1059
ENSG00000136052.9,1722
ENSG00000151131.11,558
ENSG00000136010.14,2772
ENSG00000136051.15,3522
ENSG00000136044.12,1995
ENSG00000235162.9,192
ENSG00000074590.13,1986
ENSG00000136026.14,1809
ENSG00000166046.11,1560
ENSG00000013503.10,3402
ENSG00000111783.12,2208
ENSG00000111785.21,1683
ENSG00000151135.10,351
ENSG00000120832.10,1158
ENSG00000008405.12,1761
ENSG00000151136.15,3315
ENSG00000136045.12,1506
ENSG00000110851.12,2406
ENSG00000187855.5,522
ENSG00000075035.10,1698
ENSG00000174600.14,1116
ENSG00000198855.7,1377
ENSG00000075856.12,2892
ENSG00000136003.15,504
ENSG00000183160.9,852
ENSG00000110876.9,1239
ENSG00000110880.10,1425
ENSG00000084112.15,3150
ENSG00000110887.8,1044
ENSG00000166111.10,1647
ENSG00000135093.13,1554
ENSG00000189046.11,786
ENSG00000076248.11,942
ENSG00000076555.15,7377
ENSG00000139445.18,1554
ENSG00000174527.9,3069
ENSG00000110906.13,942
ENSG00000151148.14,3207
ENSG00000139428.12,753
ENSG00000110921.14,1191
ENSG00000139438.6,1359
ENSG00000111199.11,2616
ENSG00000139433.10,630
ENSG00000139437.18,1497
ENSG00000139436.21,2280
ENSG00000076513.17,1773
ENSG00000174456.15,219
ENSG00000122970.16,2031
ENSG00000174437.17,3129
ENSG00000196510.12,1800
ENSG00000111229.16,537
ENSG00000111231.9,855
ENSG00000204856.12,822
ENSG00000111237.19,549
ENSG00000151164.18,1290
ENSG00000196850.6,915
ENSG00000204852.16,1779
ENSG00000122986.13,822
ENSG00000186298.12,972
ENSG00000173093.13,1692
ENSG00000111245.17,501
ENSG00000111249.14,4461
ENSG00000111252.11,1728
ENSG00000204842.18,3942
ENSG00000089234.16,1779
ENSG00000111271.15,3180
ENSG00000111275.13,1554
ENSG00000089022.14,1422
ENSG00000198270.13,738
ENSG00000089248.7,786
ENSG00000111300.10,2919
ENSG00000135148.12,1749
ENSG00000089009.15,867
ENSG00000179295.18,1782
ENSG00000089169.15,2073
ENSG00000089127.13,1245
ENSG00000111331.13,3264
ENSG00000111335.13,2160
ENSG00000135144.7,1863
ENSG00000111344.11,2415
