hgnc_symbol,Gene Length BP
TMPRSS11A,1266
TMPRSS11F,1317
TMPRSS11B,1251
YTHDC1,2130
TMPRSS11E,1272
UGT2B17,1593
UGT2B15,1593
UGT2B10,1587
UGT2A3,1584
UGT2B7,1590
UGT2B11,1590
UGT2B28,1590
UGT2B4,1587
UGT2A1,1584
UGT2A2,1611
SULT1B1,891
SULT1E1,885
CSN1S1,558
CSN2,681
STATH,189
HTN3,156
HTN1,174
PRR27,660
ODAM,840
FDCSP,258
CSN3,549
CABS1,1188
SMR3A,405
SMR3B,240
OPRPN,747
MUC7,1134
AMTN,630
AMBN,1344
ENAM,3429
JCHAIN,480
UTP3,1440
RUFY3,1863
MOB1B,651
DCK,783
SLC4A4,3240
GC,1425
NPFFR2,1569
ADAMTS3,3618
COX18,1002
ANKRD17,7812
ALB,1830
AFP,1830
AFM,1800
RASSF6,1014
CXCL8,300
CXCL6,345
PF4V1,315
CXCL1,324
PF4,306
PPBP,387
CXCL5,345
CXCL3,324
CXCL2,324
MTHFD2L,870
EPGN,465
EREG,510
AREG,759
BTC,537
PARM1,933
RCHY1,786
THAP6,669
ODAPH,393
CDKL2,1482
G3BP2,1449
USO1,2889
PPEF2,2262
NAAA,1080
SDAD1,2064
CXCL9,378
CXCL10,297
CXCL11,285
ART3,1137
NUP54,1524
SCARB2,1437
FAM47E,1182
FAM47E-STBD1,1056
STBD1,1077
CCDC158,3342
SHROOM3,5991
SOWAHB,2382
SEPTIN11,1290
CCNI,1134
CCNG2,1035
CXCL13,330
CNOT6L,1668
MRPL1,978
FRAS1,12039
ANXA3,972
BMP2K,3486
PAQR3,936
NAA11,690
GK2,1662
ANTXR2,1467
PRDM8,2070
FGF5,807
CFAP299,702
BMP3,1419
PRKG2,2289
RASGEF1B,1422
HNRNPD,1068
HNRNPDL,1263
ENOPH1,786
TMEM150C,750
SCD5,993
SEC31A,3663
THAP9,2712
LIN54,2250
COPS4,1221
PLAC8,348
COQ2,1266
HPSE,1632
HELQ,3306
MRPS18C,429
ABRAXAS1,1230
GPAT3,1305
NKX6-1,1104
CDS1,1386
WDFY3,10581
ARHGAP24,2247
MAPK10,1395
PTPN13,7473
SLC10A6,1134
C4orf36,354
,354
AFF1,3633
KLHL8,1863
HSD17B13,903
HSD17B11,903
NUDT9,1053
SPARCL1,1995
DMP1,1542
IBSP,954
MEPE,1578
SPP1,903
PKD2,2907
ABCG2,1968
PPM1K,1119
HERC6,3069
HERC5,3075
PYURF,345
PIGY,216
HERC3,3129
HERC3,3153
NAP1L5,549
FAM13A,3072
TIGD2,1578
GPRIN3,2331
SNCA,423
MMRN1,3687
CCSER1,2703
GRID2,3024
ATOH1,1065
SMARCAD1,3081
HPGDS,600
PDLIM5,1791
BMPR1B,1599
UNC5C,2796
PDHA2,1167
STPG2,1380
RAP1GDS1,1824
TSPAN5,807
EIF4E,654
METAP1,1161
ADH5,1125
ADH4,1143
ADH6,1107
ADH1A,1128
ADH1B,1128
ADH1C,1128
ADH7,1125
C4orf17,1080
TRMT10A,1020
MTTP,2685
C4orf54,5382
DAPP1,843
LAMTOR3,375
DNAJB14,1140
H2AZ1,387
DDIT4L,582
EMCN,786
PPP3CA,1566
BANK1,2358
SLC39A8,1383
NFKB1,2910
MANBA,2640
UBE2D3,447
CISD2,408
SLC9B1,1548
SLC9B2,1614
BDH2,738
CENPE,8106
TACR3,1398
CXXC4,1104
TET2,6009
PPA2,1005
ARHGEF38,2334
INTS12,1389
GSTCD,1641
NPNT,1698
TBCK,2682
AIMP1,939
GIMD1,654
DKK2,780
PAPSS1,1875
SGMS2,1098
CYP2U1,1635
HADH,945
LEF1,1200
RPL34,354
OSTC,450
ETNPPL,1500
COL25A1,2091
SEC24B,3702
MCUB,1011
CASP6,882
PLA2G12A,570
,1896
CFI,1752
GAR1,654
RRH,1014
LRIT3,2040
EGF,3624
ENPEP,2874
PITX2,975
FAM241A,399
AP1AR,909
TIFA,555
ALPK1,3735
NEUROG2,819
ZGRF1,6315
LARP7,1749
ANK2,11874
CAMK2D,1500
ARSJ,1800
UGT8,1626
NDST4,2619
TRAM1L1,1110
NDST3,2622
PRSS12,2628
METTL14,1371
SEC24D,3099
SYNPO2,3786
MYOZ2,795
USP53,3222
C4orf3,201
FABP2,399
PDE5A,2502
MAD2L1,618
PRDM5,1893
NDNF,1707
TNIP3,978
QRFPR,1296
ANXA5,963
SMIM43,393
EXOSC9,1320
CCNA2,1299
BBS7,2148
TRPC3,2547
BLTP1,15018
ADAD1,1731
IL2,462
IL21,489
BBS12,2133
FGF2,468
NUDT6,951
SPATA5,2682
SPRY1,960
ANKRD50,4290
FAT4,14946
INTU,2829
SLC25A31,948
HSPA4L,2520
PLK4,2913
MFSD8,1368
ABHD18,1395
LARP1B,2745
PGRMC2,744
JADE1,2529
SCLT1,2067
C4orf33,600
PCDH10,3123
PABPC4L,1113
PCDH18,3408
SLC7A11,1506
NOCT,1296
ELF2,1746
MGARP,723
NDUFC1,231
NAA15,2601
RAB33B,690
SETD7,1101
MGST2,444
MAML3,3417
SCOC,369
CLGN,1833
MGAT4D,1125
ELMOD2,882
UCP1,924
TBC1D9,3801
RNF150,1317
ZNF330,963
IL15,489
INPP4B,2775
USP38,3129
GAB1,2175
SMARCA5,3159
FREM3,6420
GYPE,237
GYPB,276
GYPA,453
,360
HHIP,2103
ANAPC10,558
ABCE1,1800
OTUD4,3345
SMAD1,1398
MMAA,1257
C4orf51,609
ZNF827,4050
LSM6,243
REELD1,1581
SLC10A7,1023
POU4F2,1230
TTC29,1428
EDNRA,1284
TMEM184C,1317
PRMT9,2538
ARHGAP10,2361
NR3C2,2955
IQCM,1506
DCLK2,2301
LRBA,8592
MAB21L2,1080
RPS3A,795
SH3D19,2373
PRSS48,987
FHIP1A,3123
GATB,1674
FBXW7,1884
TMEM154,552
TIGD4,1539
ARFIP1,1026
FHDC1,3432
TRIM2,2316
MND1,618
TMEM131L,4830
TLR2,2355
RNF175,987
SFRP2,888
DCHS2,10116
PLRG1,1545
FGB,1476
FGG,1314
LRAT,693
RBM46,1602
NPY2R,1146
MAP9,1944
GUCY1A1,2073
GUCY1B1,1860
ASIC5,1518
TDO2,1221
CTSO,966
PDGFC,1038
GLRB,1494
GRIA2,2652
GASK1B,1560
TMEM144,1038
RXFP1,2274
C4orf46,342
ETFDH,1854
PPID,1113
FNIP2,3345
C4orf45,561
RAPGEF2,4500
FSTL5,2544
NAF1,1485
NPY1R,1155
NPY5R,1338
TKTL2,1881
TMA16,612
MARCHF1,870
SMIM31,216
APELA,165
FAM218A,474
TRIM61,1416
TRIM60,1416
TRIM75,1407
TMEM192,816
KLHL2,1782
GK3P,1662
MSMO1,882
CPE,1431
TLL1,3042
SPOCK3,1302
ANXA10,975
DDX60,5139
DDX60L,5121
PALLD,3321
CBR4,714
SH3RF1,2667
NEK1,3777
CLCN3,2601
HPF1,1041
MFAP3L,1230
AADAT,1278
GALNTL6,1806
GALNT7,1974
HMGB2,630
SAP30,663
SCRG1,297
HAND2,654
FBXO8,960
CEP44,1173
HPGD,801
GLRA3,1395
ADAM29,2463
GPM6A,837
WDR17,3969
SPATA4,918
ASB5,990
SPCS3,543
VEGFC,1260
NEIL3,1818
AGA,1041
TENM3,8100
DCTD,537
WWC2,3579
CLDN22,663
CLDN24,663
CDKN2AIP,1743
ING2,843
RWDD4,567
TRAPPC11,3402
STOX2,2781
ENPP6,1323
IRF2,1050
CASP3,834
PRIMPOL,1683
CENPU,1257
ACSL1,2097
HELT,729
SLC25A4,897
CFAP97,1599
SNX25,2523
LRP2BP,1044
ANKRD37,477
UFSP2,1410
C4orf47,930
CCDC110,2502
PDLIM3,1095
SORBS2,3303
TLR3,2715
FAM149A,1449
CYP4V2,1578
KLKB1,1917
F11,1878
MTNR1A,1053
FAT1,13767
ZFP42,933
TRIML2,1314
TRIML1,1407
FRG1,777
FRG2,837
DUX4,1275
DEFB125,471
DEFB126,336
DEFB127,300
DEFB128,282
DEFB129,552
DEFB132,288
C20orf96,1092
ZCCHC3,1212
SOX12,948
NRSN2,615
TRIB3,1077
RBCK1,1533
TBC1D20,1212
CSNK2A1,1176
TCF15,600
SRXN1,414
,285
SCRT2,924
SLC52A3,1410
FAM110A,888
ANGPT4,1512
RSPO4,705
PSMF1,816
TMEM74B,771
C20orf202,369
RAD21L1,1671
SNPH,1485
SDCBP2,624
,351
FKBP1A,327
NSFL1C,1113
SIRPB2,1029
SIRPD,594
,519
SIRPB1,1197
SIRPG,1164
SIRPA,1515
PDYN,765
STK35,1605
,2139
TGM3,2082
TGM6,2121
SNRPB,696
,342
ZNF343,1800
TMC2,2721
NOP56,1785
IDH3B,1158
CPXM1,2205
,765
C20orf141,498
TMEM239,459
PCED1A,1365
VPS16,2520
PTPRA,2409
GNRH2,363
MRPS26,618
OXT,378
AVP,495
UBOX5,1626
FASTKD5,2295
LZTS3,2022
DDRGK1,945
ITPA,585
SLC4A11,2676
DNAAF9,3534
ATRN,4290
GFRA4,810
ADAM33,2442
SIGLEC1,5130
HSPA12B,2061
C20orf27,525
SPEF1,711
CENPB,1800
CDC25B,1743
AP5S1,603
MAVS,1623
PANK2,1713
RNF24,447
SMOX,1668
ADRA1D,1719
PRNP,762
PRND,531
RASSF2,981
SLC23A2,1953
PCNA,786
CDS2,1338
PROKR2,1155
GPCPD1,2019
SHLD1,618
CHGB,2034
TRMT6,1494
MCM8,2523
,3030
CRLS1,906
LRRN4,2223
FERMT1,2034
BMP2,1191
HAO1,1113
TMX4,1050
PLCB1,3651
PLCB4,3585
LAMP5,843
ANKEF1,2331
SNAP25,621
MKKS,1713
,153
,192
SLX4IP,1227
JAG1,3657
BTBD3,1386
SPTLC3,1659
ISM1,1395
TASP1,1263
ESF1,2556
NDUFAF5,1038
MACROD2,1278
FLRT3,1950
KIF16B,3954
SNRPB2,678
OTOR,387
PCSK2,1917
BFSP1,1998
DSTN,498
RRBP1,2934
BANF2,273
SNX5,1215
MGME1,1035
OVOL2,828
PET117,246
KAT14,2349
ZNF133,1962
DZANK1,2259
POLR3F,951
RBBP9,561
SEC23B,2304
SMIM26,288
DTD1,630
SCP2D1,471
SLC24A3,1935
RIN2,2835
NAA20,537
CRNKL1,2547
CFAP61,3714
INSM1,1533
RALGAPA2,5622
KIZ,2022
XRN2,2853
NKX2-2,822
PAX1,1605
FOXA2,1374
SSTR4,1167
THBD,1728
CD93,1959
NXT1,423
GZF1,2136
NAPB,897
CSTL1,438
CST11,417
CST8,429
CST9L,444
CST9,480
CST3,441
CST4,426
CST1,426
CST2,426
CST5,429
GGTLC1,678
SYNDIG1,777
CST7,438
APMAP,1251
ACSS1,2070
VSX1,1098
ENTPD6,1455
PYGB,2532
ABHD12,1197
GINS1,591
NINL,3102
NANP,747
ZNF337,2256
DEFB115,267
DEFB116,309
DEFB118,372
DEFB119,255
DEFB121,231
DEFB123,204
DEFB124,216
REM1,897
HM13,1134
MCTS2,546
ID1,468
COX4I2,516
BCL2L1,702
TPX2,2244
MYLK2,1791
FOXS1,993
DUSP15,708
TTLL9,1320
PDRG1,402
XKR7,1740
CCM2L,1716
HCK,1581
TM9SF4,1929
PLAGL2,1491
POFUT1,1167
KIF3B,2244
ASXL1,4626
,819
C20orf203,585
COMMD7,603
DNMT3B,2562
MAPRE1,807
EFCAB8,3867
SUN5,1140
BPIFB2,1377
BPIFB6,1362
BPIFB3,1431
BPIFB4,1845
BPIFA2,750
BPIFA3,765
BPIFA1,771
BPIFB1,1455
CDK5RAP1,1764
SNTA1,1518
CBFA2T2,1788
NECAB3,1191
C20orf144,462
E2F1,1314
PXMP4,639
ZNF341,2544
CHMP4B,675
RALY,921
EIF2S2,1002
ASIP,399
AHCY,1299
ITCH,2589
DYNLRB1,291
MAP1LC3A,366
TP53INP2,663
NCOA6,6192
GGT7,1989
ACSS2,2106
GSS,1425
MYH7B,5826
TRPC4AP,2394
EDEM2,1737
PROCR,717
MMP24,1938
MMP24OS,216
EIF6,738
FAM83C,2244
UQCC1,900
GDF5-AS1,753
GDF5,1506
CEP250,7329
C20orf173,609
ERGIC3,1167
CPNE1,1614
RBM12,2799
NFS1,1374
ROMO1,240
RBM39,1593
PHF20,3039
SCAND1,540
CNBD2,1719
EPB41L1,2646
AAR2,1155
DLGAP4,2970
MYL9,519
TGIF2,714
TGIF2-RAB5IF,468
RAB5IF,390
SLA2,786
NDRG3,1128
DSN1,1071
SOGA1,3051
TLDC2,648
SAMHD1,1881
RBL1,3207
MROH8,2841
RPN2,1896
GHRH,327
MANBAL,258
SRC,1611
BLCAP,264
NNAT,246
VSTM2L,615
TTI1,3270
RPRD1B,981
TGM2,2064
KIAA1755,3603
BPI,1464
LBP,1446
RALGAPB,4485
ADIG,243
ARHGAP40,1869
SLC32A1,1578
ACTR5,1824
PPP1R16B,1704
FAM83D,1758
DHX35,2112
MAFB,972
TOP1,2298
LPIN3,2559
EMILIN3,2301
CHD6,8148
PTPRT,4326
SRSF6,1035
L3MBTL1,2466
SGK2,1104
IFT52,1314
MYBL2,2103
GTSF1L,447
TOX2,1395
JPH2,2091
OSER1,879
GDAP1L1,1104
FITM2,789
R3HDML,762
HNF4A,1425
TTPAL,1029
SERINC3,1422
PKIG,231
ADA,1092
CCN5,753
KCNK15,993
RIMS4,810
YWHAB,741
TOMM34,930
STK4,1464
KCNS1,1581
WFDC5,372
WFDC12,336
PI3,354
SEMG1,1389
SEMG2,1749
SLPI,399
RBPJL,1554
SDC4,597
SYS1,471
SYS1-DBNDD2,294
TP53TG5,873
DBNDD2,486
PIGT,1737
WFDC2,375
SPINT3,270
WFDC6,261
EPPIN-WFDC6,540
EPPIN,402
WFDC8,726
WFDC9,270
WFDC10A,240
WFDC11,264
WFDC10B,270
WFDC13,282
SPINT4,300
WFDC3,414
DNTTIP1,990
UBE2C,540
TNNC2,483
SNX21,1095
ACOT8,960
ZSWIM3,2091
ZSWIM1,1458
SPATA25,684
NEURL2,858
CTSA,1497
PLTP,1482
PCIF1,2115
ZNF335,4029
MMP9,2124
SLC12A5,3351
NCOA5,1740
CD40,834
CDH22,2487
SLC35C2,1098
ELMO2,2163
ZNF334,2043
OCSTAMP,1701
SLC13A3,1809
SLC2A10,1626
EYA2,1617
ZMYND8,3567
NCOA3,4275
SULF2,2613
PREX1,4980
ARFGEF2,5358
CSE1L,2916
STAU1,1734
DDX27,2391
ZNFX1,5757
KCNB1,2577
PTGIS,1503
B4GALT5,1167
SLC9A8,1746
SPATA2,1563
RNF114,687
SNAI1,795
UBE2V1,444
PEDS1-UBE2V1,1113
PEDS1,813
CEBPB,1038
PTPN1,1308
RIPOR3,2841
PARD6B,1119
BCAS4,612
DPM1,783
MOCS3,1383
NFATC2,2778
ATP9A,3144
SALL4,3162
ZFP64,1938
TSHZ2,3105
ZNF217,3147
BCAS1,1755
CYP24A1,1545
PFDN4,405
DOK5,921
CBLN4,606
MC3R,972
FAM210B,579
AURKA,1212
CSTF1,1296
CASS4,2361
RTF2,921
GCNT7,1290
FAM209A,516
FAM209B,516
TFAP2C,1353
BMP7,1296
SPO11,1191
RAE1,1107
RBM38,720
CTCFL,1992
PCK1,1869
ZBP1,1290
PMEPA1,864
C20orf85,414
ANKRD60,1038
RAB22A,585
VAPB,732
APCDD1L,1506
STX16,978
STX16-NPEPL1,1149
NPEPL1,1572
GNAS,1185
NELFCD,1800
CTSZ,912
TUBB1,1356
ATP5F1E,156
PRELID3B,585
ZNF831,5034
EDN3,717
PHACTR3,1680
SYCP2,4593
FAM217B,1152
PPP1R3D,900
CDH26,2499
CDH4,2751
TAF4,3258
LSM14B,1158
PSMA7,747
SS18L1,1191
MTG2,1221
HRH3,1338
OSBPL2,1443
ADRM1,1224
LAMA5,11088
RPS21,252
CABLES2,1437
RBBP8NL,1995
GATA5,1194
SLCO4A1,2169
NTSR1,1257
MRGBP,615
OGFR,2034
COL9A3,2055
TCFL5,1503
DIDO1,3570
GID8,687
SLC17A9,1311
BHLHE23,726
YTHDF1,1680
BIRC7,897
NKAIN4,627
ARFGAP1,1245
COL20A1,3855
CHRNA4,1884
KCNQ2,2619
EEF1A2,1392
PPDPF,345
PTK6,1356
SRMS,1467
FNDC11,957
HELZ2,7950
GMEB2,1593
STMN3,543
RTEL1,3732
RTEL1-TNFRSF6B,2358
TNFRSF6B,903
ARFRP1,606
ZGPAT,1596
LIME1,888
SLC2A4RG,1164
ZBTB46,1770
ABHD16B,1410
TPD52L2,630
DNAJC5,597
UCKL1,1602
ZNF512B,2679
SAMD10,609
C20orf204,570
SOX18,1155
TCEA2,900
RGS19,654
LKAAEAR1,723
NPBWR2,1002
MYT1,3366
PCMTD2,1086
IQSEC3,2280
SLC6A12,1845
SLC6A13,1809
KDM5A,5073
CCDC77,1467
B4GALNT3,2997
NINJ2,567
WNK1,7149
RAD52,1257
ERC1,3267
FBXL14,1257
WNT5B,1080
ADIPOR2,1161
LRTM2,1113
DCP1B,1854
CACNA1C,6561
FKBP4,1380
ITFG2,1344
NRIP2,846
TEX52,918
FOXM1,2406
RHNO1,717
TULP3,1329
TEAD4,1305
TSPAN9,720
PRMT8,1185
CRACR2A,2196
PARP11,1017
CCND2,870
,738
TIGAR,813
FGF23,756
FGF6,627
C12orf4,1659
RAD51AP1,1008
DYRK4,1563
AKAP3,2562
,1704
NDUFA9,1134
GALNT8,1914
KCNA6,1590
KCNA1,1488
KCNA5,1842
NTF3,774
ANO2,3000
VWF,8442
CD9,687
PLEKHG6,2373
TNFRSF1A,1368
SCNN1A,2010
LTBR,1308
CD27,783
TAPBPL,1407
VAMP1,357
MRPL51,387
NCAPD2,4206
GAPDH,1008
IFFO1,1689
CHD4,5739
LPAR5,1119
ACRBP,1632
ING4,747
ZNF384,1734
PIANP,849
COPS7A,828
MLF2,747
PTMS,309
LAG3,1578
CD4,1377
GPR162,1767
P3H3,2211
GNB3,1023
CDCA3,807
USP5,2508
TPI1,750
SPSB2,792
LRRC23,1032
ENO2,1305
ATN1,3573
C12orf57,381
PTPN6,1794
PHB2,900
EMG1,735
LPCAT3,1464
C1S,2067
C1R,2118
C1RL,1464
RBP5,408
CLSTN3,2871
PEX5,1920
CD163L1,4362
CD163,3471
APOBEC1,711
GDF3,1095
DPPA3,480
CLEC4C,642
NANOGNB,567
NANOG,918
SLC2A14,1563
SLC2A3,1491
FOXJ2,1725
C3AR1,1449
NECAP1,828
CLEC4A,714
ZNF705A,903
FAM90A1,1395
CLEC6A,630
CLEC4D,648
CLEC4E,660
AICDA,597
MFAP5,522
RIMKLB,1161
A2ML1,4365
PHC1,3015
M6PR,834
KLRG1,570
A2M,4425
PZP,4449
KLRB1,678
CLEC2D,576
CLECL1P,504
CD69,600
KLRF1,696
CLEC2B,450
KLRF2,624
CLEC2A,525
CLEC12A,798
CLEC1B,690
CLEC12B,831
CLEC9A,726
CLEC1A,843
CLEC7A,606
OLR1,822
TMEM52B,492
GABARAPL1,354
KLRD1,540
KLRK1,651
KLRC4,477
,723
KLRC3,774
KLRC2,696
KLRC1,702
EIF2S3B,1419
MAGOHB,447
STYK1,1269
YBX3,1119
TAS2R7,957
TAS2R8,930
TAS2R9,939
TAS2R10,924
PRR4,405
,798
PRH1,564
TAS2R13,912
PRH2,501
TAS2R14,954
TAS2R50,900
TAS2R20,930
TAS2R19,900
TAS2R31,930
TAS2R46,930
TAS2R43,930
TAS2R30,960
SMIM10L1,207
TAS2R42,945
PRB3,1056
PRB4,744
PRB1,993
PRB2,1251
ETV6,1359
BCL2L14,984
LRP6,4842
MANSC1,1296
BORCS5,591
DUSP16,1998
CREBL2,363
GPR19,1248
CDKN1B,597
APOLD1,747
DDX47,1368
GPRC5A,1074
GPRC5D,903
HEBP1,570
FAM234B,1869
GSG1,858
EMP1,474
GRIN2B,4455
ATF7IP,3813
PLBD1,1662
GUCY2C,3222
H4C16,312
H2AJ,390
WBP11,1926
C12orf60,738
SMCO3,678
ART4,945
MGP,312
ERP27,822
ARHGDIB,606
PDE6H,252
RERG,600
PTPRO,3651
EPS8,2469
STRAP,1053
DERA,957
MGST1,468
LMO3,471
RERGL,615
PIK3C2G,4338
PLCZ1,1827
CAPZA3,900
PLEKHA5,3351
AEBP2,1554
PDE3A,3426
SLCO1C1,2139
SLCO1B3,2109
SLCO1B3-SLCO1B7,2247
SLCO1B1,2076
SLCO1A2,2013
IAPP,270
PYROXD1,1503
RECQL,1950
GOLT1B,417
SPX,351
GYS2,2112
,846
LDHB,1005
KCNJ8,1275
ABCC9,4650
CMAS,1305
ST8SIA1,1071
C2CD5,3162
ETNK1,1092
SOX5,2292
BCAT1,1161
IRAG2,1500
DNAI7,2169
ETFRF1,273
KRAS,570
LMNTD1,1167
RASSF8,1260
BHLHE41,1449
SSPN,732
ITPR2,8106
INTS13,2121
FGFR1OP2,762
TM7SF3,1713
MED21,435
C12orf71,810
STK38L,1395
BMAL2,1911
SMCO2,1032
PPFIBP1,3018
REP15,711
MRPS35,972
KLHL42,1518
PTHLH,528
CCDC91,1326
FAR2,1548
ERGIC2,1134
OVCH1,3405
IPO8,3114
CAPRIN2,3234
TSPAN11,762
DDX11,2571
SINHCAF,666
DENND5B,3825
ETFBKMT,789
AMN1,777
H3-5,408
RESF1,5244
BICD1,2928
FGD4,2301
DNM1L,2211
YARS2,1434
PKP2,2514
ALG10,1422
ALG10B,1422
CPNE8,1695
KIF21A,4986
ABCD2,2223
C12orf40,1959
SLC2A13,1947
LRRK2,7584
CNTN1,3057
PDZRN4,3111
GXYLT1,1323
YAF2,543
ZCRB1,654
PPHLN1,1104
PRICKLE1,2496
ADAMTS20,5733
PUS7L,2106
IRAK4,1383
TWF1,1053
TMEM117,1545
NELL2,2451
DBX2,1020
ANO6,2733
ARID2,5508
SCAF11,4392
SLC38A1,1464
SLC38A2,1521
SLC38A4,1644
AMIGO2,1569
PCED1B,1299
RPAP3,1998
ENDOU,1233
RAPGEF3,2646
SLC48A1,441
HDAC7,2976
VDR,1284
TMEM106C,753
COL2A1,4464
SENP1,1935
PFKM,2343
ASB8,867
CCDC184,585
OR10AD1,954
H1-7,768
ZNF641,1275
ANP32D,396
C12orf54,384
OR8S1,1080
OR5BS1P,936
LALBA,429
KANSL2,1479
CCNT1,2181
TEX49,396
ADCY6,3507
CACNB3,1455
DDX23,2463
RND1,699
,633
CCDC65,1455
FKBP11,606
ARF3,546
WNT10B,1170
WNT1,1113
DDN,2136
PRKAG1,996
KMT2D,16614
RHEBL1,552
DHH,1191
LMBR1L,1470
TUBA1B,1356
TUBA1A,1356
TUBA1C,1350
PRPH,1413
TROAP,2337
C1QL4,717
DNAJC22,1026
SPATS2,1638
KCNH3,3252
MCRS1,1389
FAM186B,2682
PRPF40B,2679
FMNL3,3084
TMBIM6,714
NCKAP5L,4005
BCDIN3D,879
FAIM2,951
AQP2,816
AQP5,798
AQP6,849
RACGAP1,1899
ASIC1,1587
SMARCD1,1548
GPD1,1050
COX14,174
CERS5,1179
LIMA1,2280
FAM186A,7056
LARP4,2175
DIP2B,4731
ATF1,816
TMPRSS12,1047
METTL7A,735
HIGD1C,294
SLC11A2,1686
LETMD1,732
CSRNP2,1632
TFCP2,1509
POU6F1,1836
DAZAP2,507
SMAGP,294
BIN2,1698
CELA1,777
GALNT6,1869
SLC4A8,3282
TMDD1,954
FIGNL2,1962
ANKRD33,819
ACVRL1,1512
ACVR1B,1518
TAMALIN,1188
NR4A1,1797
ATG101,657
SMIM41,282
KRT80,1359
KRT7,1410
KRT86,1461
KRT81,1518
KRT83,1482
KRT85,1524
KRT84,1803
KRT82,1542
KRT75,1656
KRT6B,1695
KRT6C,1695
KRT6A,1695
KRT5,1773
KRT71,1572
KRT74,1590
KRT72,1536
KRT73,1623
KRT2,1920
KRT1,1935
KRT77,1737
KRT76,1917
KRT3,1887
KRT4,1563
KRT79,1608
KRT78,1563
KRT8,1452
KRT18,1293
EIF4B,1836
TNS2,4260
SPRYD3,1329
IGFBP6,723
SOAT2,1569
CSAD,1482
ZNF740,582
ITGB7,2397
RARG,1365
,519
MFSD5,1353
ESPL1,6363
PFDN5,465
MYG1,1131
AAAS,1641
SP7,1296
SP1,2358
AMHR2,1722
PRR13,297
PCBP2,1089
MAP3K12,2580
TARBP2,1101
NPFF,342
ATF7,1452
ATP5MC2,426
CALCOCO1,2076
HOXC13,993
HOXC11,915
HOXC10,1029
HOXC9,783
HOXC8,729
HOXC6,708
HOXC5,669
HOXC4,795
SMUG1,813
CBX5,576
HNRNPA1,963
NFE2,1122
COPZ1,534
GPR84,1191
ZNF385A,1101
ITGA5,3150
GTSF1,504
NCKAP1L,3384
PDE1B,1611
PPP1R1A,516
LACRT,417
DCD,366
MUCL1,273
TESPA1,1566
NEUROD4,996
OR9K2,942
OR10A7,951
OR6C74,939
OR6C6,945
OR6C1,939
OR6C3,936
OR6C75,939
OR6C65,939
OR6C76,939
OR6C2,939
OR6C70,939
OR6C68,939
OR6C4,930
OR2AP1,930
OR10P1,942
METTL7B,735
ITGA7,3414
,369
BLOC1S1,462
RDH5,957
CD63,717
GDF11,1224
SARNP,633
ORMDL2,462
DNAJC14,2109
MMP19,1527
PYM1,615
DGKA,2208
PMEL,1986
CDK2,897
RAB5B,648
SUOX,1638
IKZF4,1758
RPS26,348
ERBB3,4029
PA2G4,1185
RPL41,78
ZC3H10,1305
ESYT1,3315
MYL6B,627
MYL6,456
SMARCC2,3645
RNF41,954
NABP2,636
SLC39A5,1623
ANKRD52,3231
COQ10A,744
CS,1401
CNPY2,549
PAN2,3597
IL23A,570
STAT2,2556
APOF,981
TIMELESS,3627
MIP,792
,198
SPRYD4,624
GLS2,1809
RBMS2,1224
BAZ2A,5718
ATP5F1B,1590
PTGES3,483
NACA,648
PRIM1,1263
SDR9C7,942
RDH16,954
GPR182,1215
ZBTB39,2139
TAC3,366
MYO1A,3132
NEMP1,1116
NAB2,1578
STAT6,2544
LRP1,13635
NXPH4,927
SHMT2,1515
NDUFA4L2,264
STAC3,1095
R3HDM2,2973
INHBC,1059
INHBE,1053
GLI1,3321
ARHGAP9,2196
MARS1,2703
DDIT3,510
,105
MBD6,3012
DCTN2,1221
KIF5A,3099
PIP4K2C,1266
DTX3,1044
ARHGEF25,1743
SLC26A10P,1692
B4GALNT1,1602
OS9,2004
AGAP2,2511
TSPAN31,633
CDK4,912
MARCHF9,1041
CYP27B1,1527
METTL1,831
EEF1AKMT3,681
TSFM,978
AVIL,2460
CTDSP2,816
ATP23,741
LRIG3,3360
SLC16A7,1437
TAFA2,396
USP15,2859
MON2,5154
PPM1H,1545
AVPR1A,1257
DPY19L2,2277
RXYLT1,1332
SRGAP1,3258
KICS2,1338
XPOT,2889
TBK1,2190
RASSF3,900
GNS,1659
,1944
TBC1D30,2286
WIF1,1140
LEMD3,2736
MSRB3,579
HMGA2,330
LLPH,390
,507
TMBIM4,717
IRAK3,1791
HELB,3264
GRIP1,3231
CAND1,3693
DYRK2,1806
IFNG,501
IL26,516
IL22,540
MDM1,2145
RAP1B,555
NUP107,2778
SLC35E3,942
MDM2,1476
CPM,1332
CPSF6,1656
LYZ,447
YEATS4,684
FRS2,1527
CCT2,1608
LRRC10,834
BEST3,2007
RAB3IP,1383
CNOT2,1623
KCNMB4,633
PTPRB,6648
PTPRR,1974
TSPAN8,714
LGR5,2724
ZFC3H1,5970
THAP2,687
TMEM19,1011
RAB21,678
TBC1D15,2076
TPH2,1473
TRHDE,3075
ATXN7L3B,294
KCNC2,1917
CAPS2,1149
GLIPR1L1,702
GLIPR1L2,762
GLIPR1,801
KRR1,1146
PHLDA1,1206
NAP1L1,1176
BBS10,2172
OSBPL8,2670
CSRP2,582
E2F7,2736
NAV3,7092
SYT1,1269
PAWR,1023
PPP1R12A,3093
OTOGL,7062
PTPRQ,6900
MYF6,729
MYF5,768
